id,weight,fat,type,price,outlet
FDG20,15.5,Regular,Fruits and Vegetables,175.4028,Supermarket Type1
DRG27,8.895,Low Fat,Dairy,40.0138,Supermarket Type1
FDY14,10.3,Low Fat,Dairy,264.3226,Supermarket Type2
FDP59,20.85,Regular,Breads,102.7648,Supermarket Type1
FDU60,20,Regular,Baking Goods,169.1132,Supermarket Type1
NCC18,,Low Fat,Household,172.2422,Grocery Store
DRJ39,20.25,Low Fat,Dairy,218.1482,Supermarket Type1
FDS07,12.35,LF,Fruits and Vegetables,113.4518,Supermarket Type1
FDM08,,Regular,Fruits and Vegetables,222.5088,Supermarket Type3
FDP51,13.85,Regular,Meat,120.4124,Supermarket Type1
FDU16,19.25,Regular,Frozen Foods,81.9908,Supermarket Type1
FDH12,9.6,Low Fat,Baking Goods,106.528,Supermarket Type1
DRE48,8.43,Low Fat,Soft Drinks,195.8768,Grocery Store
NCL42,,Low Fat,Household,244.3144,Supermarket Type3
FDR21,19.7,Low Fat,Snack Foods,177.637,Supermarket Type1
NCW29,14,Low Fat,Health and Hygiene,131.431,Supermarket Type1
FDO11,8,Regular,Breads,250.6092,Supermarket Type1
NCM31,6.095,Low Fat,Others,141.2154,Supermarket Type1
FDV35,,Low Fat,Breads,155.4314,Grocery Store
FDF58,13.3,Low Fat,Snack Foods,61.651,Supermarket Type1
NCE43,12.5,Low Fat,Household,169.1448,Supermarket Type1
FDA02,14,Regular,Dairy,143.8786,Supermarket Type1
DRL37,15.5,Low Fat,Soft Drinks,44.477,Grocery Store
FDR24,17.35,Regular,Baking Goods,91.283,Supermarket Type2
FDW59,13.15,Low Fat,Breads,82.7566,Supermarket Type1
FDS22,16.85,Regular,Snack Foods,44.8428,Supermarket Type1
FDW24,6.8,Low Fat,Baking Goods,49.7034,Supermarket Type1
FDU24,6.78,Regular,Baking Goods,94.712,Supermarket Type1
FDA21,,Low Fat,Snack Foods,186.4924,Supermarket Type3
FDH58,,Low Fat,Snack Foods,116.9834,Supermarket Type3
FDW36,11.15,Low Fat,Baking Goods,103.8622,Supermarket Type2
FDI45,,Low Fat,Fruits and Vegetables,173.1054,Supermarket Type3
FDU01,20.25,Regular,Canned,185.7924,Supermarket Type2
FDF35,,Low Fat,Starchy Foods,109.1938,Supermarket Type3
FDU43,,Regular,Fruits and Vegetables,237.4564,Grocery Store
FDE24,,Low Fat,Baking Goods,144.2812,Grocery Store
FDK50,7.96,Low Fat,Canned,162.9894,Supermarket Type1
FDG31,12.15,Low Fat,Meat,63.0826,Supermarket Type1
FDC60,5.425,Regular,Baking Goods,90.2514,Supermarket Type1
FDL36,15.1,Low Fat,Baking Goods,90.283,Supermarket Type1
FDP21,7.42,Regular,Snack Foods,189.5872,Supermarket Type1
FDW16,17.35,Regular,Frozen Foods,90.5804,Supermarket Type1
FDX02,16,Low Fat,Dairy,224.7404,Supermarket Type1
FDQ58,,Low Fat,Snack Foods,154.134,Supermarket Type3
FDT51,11.65,Regular,Meat,110.7544,Supermarket Type1
FDD59,10.5,Regular,Starchy Foods,78.996,Supermarket Type1
NCM42,6.13,Low Fat,Household,109.0912,Supermarket Type2
FDA57,18.85,Low Fat,Snack Foods,40.348,Supermarket Type2
FDZ48,17.75,Low Fat,Baking Goods,112.0544,Supermarket Type1
FDE46,18.6,Low Fat,Snack Foods,152.4366,Supermarket Type1
NCZ30,,Low Fat,Household,120.8098,Grocery Store
FDB56,8.75,Regular,Fruits and Vegetables,188.2556,Supermarket Type1
FDA25,,Regular,Canned,104.499,Supermarket Type3
FDD20,14.15,Low Fat,Fruits and Vegetables,125.2046,Supermarket Type1
FDL25,6.92,Regular,Breakfast,92.4804,Supermarket Type1
NCO18,13.15,Low Fat,Household,177.0686,Supermarket Type1
FDJ45,17.75,Low Fat,Seafood,34.8216,Supermarket Type1
FDR12,12.6,Regular,Baking Goods,170.3764,Supermarket Type1
NCF19,13,Low Fat,Household,47.3034,Grocery Store
FDK25,11.6,Regular,Breakfast,166.5474,Supermarket Type1
NCR17,9.8,Low Fat,Health and Hygiene,114.0492,Supermarket Type1
FDC52,11.15,Regular,Dairy,151.8708,Supermarket Type1
NCA54,16.5,Low Fat,Household,181.3318,Supermarket Type1
FDR45,10.8,Low Fat,Snack Foods,239.4222,Grocery Store
NCM19,12.65,Low Fat,Others,113.3202,Supermarket Type1
FDF39,,Regular,Dairy,263.491,Supermarket Type3
FDX23,6.445,Low Fat,Baking Goods,96.5436,Supermarket Type1
FDD58,,Low Fat,Snack Foods,99.67,Supermarket Type3
FDX28,6.325,low fat,Frozen Foods,100.6042,Supermarket Type1
NCD31,12.1,Low Fat,Household,162.5526,Supermarket Type1
FDU57,8.27,Regular,Snack Foods,150.7708,Supermarket Type2
FDI27,8.71,Regular,Dairy,45.5744,Supermarket Type1
NCM42,6.13,Low Fat,Household,108.0912,Supermarket Type1
FDD32,,Regular,Fruits and Vegetables,81.2276,Supermarket Type3
FDI34,10.65,Regular,Snack Foods,228.9668,Supermarket Type1
NCM29,11.5,LF,Health and Hygiene,129.8626,Supermarket Type1
FDG46,8.63,Regular,Snack Foods,112.8518,Supermarket Type2
DRC01,5.92,Regular,Soft Drinks,49.1692,Grocery Store
FDB15,,Low Fat,Dairy,263.2568,Supermarket Type3
NCA17,,Low Fat,Health and Hygiene,150.2392,Supermarket Type3
FDF10,15.5,Regular,Snack Foods,148.2418,Supermarket Type1
FDR26,,Low Fat,Dairy,178.7028,Supermarket Type3
FDI02,15.7,Regular,Canned,112.1202,Supermarket Type1
NCM54,17.7,Low Fat,Household,127.7678,Grocery Store
FDF14,7.55,Low Fat,Canned,151.134,Supermarket Type1
FDJ33,8.895,Regular,Snack Foods,121.273,Grocery Store
FDM20,10,Low Fat,Fruits and Vegetables,245.7144,Supermarket Type1
FDC03,,Regular,Dairy,195.7794,Supermarket Type3
NCX05,15.2,Low Fat,Health and Hygiene,116.6492,Supermarket Type1
NCM41,,Low Fat,Health and Hygiene,91.912,Supermarket Type3
NCU29,7.685,Low Fat,Health and Hygiene,147.876,Grocery Store
FDQ59,9.8,Regular,Breads,83.4908,Supermarket Type1
FDH46,6.935,Regular,Snack Foods,101.6332,Grocery Store
FDH09,12.6,Low Fat,Seafood,50.7982,Supermarket Type1
NCD06,13,Low Fat,Household,46.706,Supermarket Type1
FDC15,18.1,Low Fat,Dairy,155.6288,Supermarket Type1
DRD37,,Low Fat,Soft Drinks,45.106,Supermarket Type3
FDT28,,LF,Frozen Foods,149.3708,Supermarket Type3
FDR28,,Regular,Frozen Foods,163.621,Supermarket Type3
FDT38,18.7,Low Fat,Dairy,86.2566,Supermarket Type1
FDV34,,Regular,Snack Foods,75.2038,Supermarket Type3
FDY52,6.365,Low Fat,Frozen Foods,62.5536,Supermarket Type1
FDB34,15.25,LF,Snack Foods,85.9198,Supermarket Type1
DRL23,18.35,Low Fat,Hard Drinks,105.5938,Supermarket Type2
DRB24,8.785,Low Fat,Soft Drinks,154.2656,Supermarket Type1
FDJ50,8.645,Low Fat,Canned,53.7982,Supermarket Type1
FDQ49,20.2,Regular,Breakfast,154.463,Supermarket Type1
FDP20,19.85,Low Fat,Fruits and Vegetables,124.502,Supermarket Type1
FDV19,,Regular,Fruits and Vegetables,159.1578,Supermarket Type3
NCR54,16.35,Low Fat,Household,196.411,Supermarket Type1
FDO09,13.5,Regular,Snack Foods,261.191,Grocery Store
FDS57,15.5,Low Fat,Snack Foods,143.147,Supermarket Type2
FDN10,11.5,Low Fat,Snack Foods,117.4124,Supermarket Type1
FDV23,11,Low Fat,Breads,125.5046,Supermarket Type1
FDY28,7.47,Regular,Frozen Foods,214.3218,Supermarket Type1
DRG51,12.1,Low Fat,Dairy,162.4526,Supermarket Type1
FDD45,,Low Fat,Fruits and Vegetables,93.2436,Grocery Store
NCL18,,Low Fat,Household,193.0136,Supermarket Type3
NCM29,11.5,Low Fat,Health and Hygiene,130.4626,Supermarket Type1
FDF17,,Low Fat,Frozen Foods,196.311,Supermarket Type3
FDE22,9.695,Low Fat,Snack Foods,161.392,Supermarket Type1
FDQ22,16.75,Low Fat,Snack Foods,37.4822,Supermarket Type1
FDS01,11.6,Low Fat,Canned,179.6686,Supermarket Type1
FDW35,,LF,Breads,42.1454,Supermarket Type3
FDJ33,8.895,Regular,Snack Foods,124.273,Supermarket Type1
NCF54,18,Low Fat,Household,171.7422,Supermarket Type1
FDE09,8.775,Low Fat,Fruits and Vegetables,109.9228,Supermarket Type1
NCE06,5.825,Low Fat,Household,161.3894,Supermarket Type1
DRH49,19.7,Low Fat,Soft Drinks,80.7592,Supermarket Type1
FDY43,14.85,Low Fat,Fruits and Vegetables,170.3474,Supermarket Type1
NCT05,10.895,Low Fat,Health and Hygiene,254.6672,Supermarket Type1
FDZ34,6.695,Low Fat,Starchy Foods,191.782,Supermarket Type1
FDL38,13.8,reg,Canned,87.5172,Supermarket Type1
FDZ31,15.35,Regular,Fruits and Vegetables,190.2504,Supermarket Type1
FDR14,11.65,Low Fat,Dairy,55.9298,Supermarket Type1
NCN54,20.35,Low Fat,Household,78.7328,Supermarket Type1
NCC42,,Low Fat,Health and Hygiene,139.6838,Supermarket Type3
FDK08,9.195,Regular,Fruits and Vegetables,99.9016,Supermarket Type1
FDP59,20.85,Regular,Breads,105.7648,Supermarket Type1
FDV22,14.85,Regular,Snack Foods,156.963,Supermarket Type1
FDD33,12.85,Low Fat,Fruits and Vegetables,234.2642,Supermarket Type1
DRE60,,Low Fat,Soft Drinks,227.372,Supermarket Type3
FDK52,18.25,Low Fat,Frozen Foods,227.0062,Supermarket Type1
FDA02,14,reg,Dairy,146.3786,Supermarket Type1
FDM56,16.7,Low Fat,Fruits and Vegetables,109.3912,Supermarket Type1
FDE57,9.6,LF,Fruits and Vegetables,141.4154,Supermarket Type1
FDM32,20.5,Low Fat,Fruits and Vegetables,88.783,Supermarket Type1
NCQ30,,Low Fat,Household,121.5414,Supermarket Type3
FDQ27,,Regular,Meat,104.799,Supermarket Type3
FDT60,,Low Fat,Baking Goods,124.8388,Supermarket Type3
FDU43,19.35,Regular,Fruits and Vegetables,240.3564,Supermarket Type1
NCO55,12.8,Low Fat,Others,106.6938,Supermarket Type1
FDG02,7.855,Low Fat,Canned,190.8188,Supermarket Type1
FDJ28,12.3,Low Fat,Frozen Foods,190.7162,Supermarket Type1
FDP40,4.555,Regular,Frozen Foods,111.7544,Supermarket Type1
FDJ38,8.6,Regular,Canned,190.553,Supermarket Type1
NCC54,17.75,Low Fat,Health and Hygiene,241.8196,Supermarket Type1
NCZ41,19.85,Low Fat,Health and Hygiene,125.4704,Supermarket Type1
FDK38,,Low Fat,Canned,148.3734,Grocery Store
FDU52,7.56,Low Fat,Frozen Foods,155.163,Supermarket Type1
FDC40,16,Regular,Dairy,76.2986,Supermarket Type1
NCR30,20.6,Low Fat,Household,74.4696,Supermarket Type1
NCN18,8.895,Low Fat,Household,111.7544,Supermarket Type1
FDB50,13,Low Fat,Canned,78.4986,Supermarket Type1
FDG04,13.1,low fat,Frozen Foods,188.0898,Supermarket Type1
FDR26,20.7,Low Fat,Dairy,177.3028,Supermarket Type1
NCT17,10.8,Low Fat,Health and Hygiene,188.4214,Supermarket Type2
FDX35,,Regular,Breads,226.9036,Supermarket Type3
FDS12,9.1,Low Fat,Baking Goods,127.4362,Supermarket Type1
NCZ29,,Low Fat,Health and Hygiene,125.8362,Supermarket Type3
FDB38,19.5,Regular,Canned,161.392,Grocery Store
FDP12,9.8,Regular,Baking Goods,37.1874,Supermarket Type1
FDP22,14.65,reg,Snack Foods,51.6666,Supermarket Type1
FDS26,20.35,Low Fat,Dairy,261.0594,Supermarket Type2
FDR52,12.65,Regular,Frozen Foods,191.9846,Supermarket Type1
DRJ13,12.65,Low Fat,Soft Drinks,161.2578,Supermarket Type1
FDU48,,Low Fat,Baking Goods,130.7284,Supermarket Type3
FDE29,8.905,Low Fat,Frozen Foods,60.5878,Supermarket Type1
NCT29,12.6,Low Fat,Health and Hygiene,121.7414,Supermarket Type1
DRK37,5,Low Fat,Soft Drinks,188.653,Supermarket Type2
FDK55,18.5,Low Fat,Meat,87.6172,Supermarket Type1
FDR07,21.35,Low Fat,Fruits and Vegetables,96.1094,Supermarket Type1
FDO21,,Regular,Snack Foods,224.7404,Supermarket Type3
FDK46,9.6,Low Fat,Snack Foods,260.662,Supermarket Type1
FDB12,11.15,reg,Baking Goods,104.5648,Supermarket Type1
FDT31,,low fat,Fruits and Vegetables,188.8872,Supermarket Type3
FDJ33,8.895,Regular,Snack Foods,124.373,Supermarket Type1
FDC26,,Low Fat,Canned,109.7886,Supermarket Type3
NCQ02,12.6,Low Fat,Household,188.1556,Supermarket Type1
FDP08,20.5,Regular,Fruits and Vegetables,193.4478,Grocery Store
FDB11,,Low Fat,Starchy Foods,225.9404,Supermarket Type3
FDV55,17.75,Low Fat,Fruits and Vegetables,146.2444,Supermarket Type1
FDW20,20.75,Low Fat,Fruits and Vegetables,121.573,Supermarket Type1
NCJ18,,Low Fat,Household,120.5124,Grocery Store
FDC41,15.6,Low Fat,Frozen Foods,75.567,Supermarket Type2
FDE14,,Regular,Canned,101.37,Supermarket Type3
FDG35,21.2,Regular,Starchy Foods,175.5738,Supermarket Type1
FDF45,18.2,Regular,Fruits and Vegetables,57.3904,Supermarket Type1
FDS19,,Regular,Fruits and Vegetables,77.5012,Supermarket Type3
FDS58,,Regular,Snack Foods,159.1578,Grocery Store
FDA26,7.855,Regular,Dairy,220.4482,Supermarket Type1
FDM32,20.5,Low Fat,Fruits and Vegetables,87.883,Supermarket Type1
FDL45,15.6,Low Fat,Snack Foods,126.4704,Supermarket Type1
FDZ55,6.055,Low Fat,Fruits and Vegetables,159.692,Supermarket Type1
FDY37,17,Regular,Canned,141.547,Supermarket Type1
FDO46,9.6,Regular,Snack Foods,190.8872,Supermarket Type1
FDQ60,6.195,Regular,Baking Goods,119.6098,Supermarket Type1
FDA19,7.52,Low Fat,Fruits and Vegetables,130.1994,Supermarket Type2
FDL15,17.85,Low Fat,Meat,154.2682,Supermarket Type1
FDM10,18.25,Low Fat,Snack Foods,213.0218,Supermarket Type2
NCL05,19.6,Low Fat,Health and Hygiene,42.677,Supermarket Type1
DRK49,14.15,Low Fat,Soft Drinks,42.0138,Grocery Store
NCE18,,Low Fat,Household,251.375,Supermarket Type3
FDG40,13.65,Low Fat,Frozen Foods,34.3558,Supermarket Type1
DRI59,9.5,Low Fat,Hard Drinks,222.0088,Supermarket Type1
FDK28,5.695,LF,Frozen Foods,256.2646,Supermarket Type1
NCD06,,Low Fat,Household,46.206,Grocery Store
FDO11,,Regular,Breads,250.3092,Grocery Store
FDK27,11,Low Fat,Meat,119.4756,Supermarket Type1
FDT43,,Low Fat,Fruits and Vegetables,50.2324,Supermarket Type3
FDD38,16.75,Regular,Canned,102.1674,Supermarket Type2
FDA16,6.695,Low Fat,Frozen Foods,219.8456,Supermarket Type1
FDL14,,Regular,Canned,153.9972,Supermarket Type3
NCM17,7.93,Low Fat,Health and Hygiene,43.8086,Supermarket Type1
FDD20,14.15,Low Fat,Fruits and Vegetables,123.9046,Supermarket Type1
FDA40,16,Regular,Frozen Foods,88.3856,Supermarket Type1
FDL43,10.1,Low Fat,Meat,77.767,Supermarket Type1
FDV15,10.3,Low Fat,Meat,102.6648,Supermarket Type1
FDE52,10.395,Regular,Dairy,89.5514,Supermarket Type1
NCL17,7.39,Low Fat,Health and Hygiene,143.7812,Grocery Store
NCJ31,19.2,Low Fat,Others,239.3196,Supermarket Type1
FDR60,14.3,Low Fat,Baking Goods,78.4328,Supermarket Type1
NCA18,10.1,Low Fat,Household,115.6492,Supermarket Type1
FDS21,,Regular,Snack Foods,63.2194,Supermarket Type3
FDW09,13.65,Regular,Snack Foods,78.3302,Supermarket Type1
FDL26,18,Low Fat,Canned,154.3972,Supermarket Type1
FDS47,16.75,Low Fat,Breads,89.0856,Supermarket Type2
FDC39,7.405,Low Fat,Dairy,206.4296,Supermarket Type1
FDT51,11.65,Regular,Meat,111.1544,Supermarket Type1
FDK40,7.035,Low Fat,Frozen Foods,263.091,Supermarket Type1
NCG19,20.25,Low Fat,Household,235.7616,Supermarket Type1
FDZ07,15.1,Regular,Fruits and Vegetables,62.0194,Supermarket Type1
FDF08,,Regular,Fruits and Vegetables,88.8856,Supermarket Type3
FDO04,16.6,Low Fat,Frozen Foods,55.2614,Supermarket Type1
FDK41,14.3,Low Fat,Frozen Foods,83.3224,Supermarket Type2
FDP15,15.2,Low Fat,Meat,255.533,Supermarket Type1
NCD43,8.85,Low Fat,Household,104.6964,Supermarket Type2
NCP18,12.15,Low Fat,Household,148.8708,Supermarket Type1
FDZ51,11.3,Regular,Meat,93.3094,Supermarket Type1
DRH13,8.575,Low Fat,Soft Drinks,108.428,Supermarket Type1
FDF38,11.8,Regular,Canned,40.1138,Supermarket Type1
NCI43,19.85,Low Fat,Household,49.2376,Supermarket Type1
FDM38,,reg,Canned,54.3982,Supermarket Type3
FDS03,7.825,Low Fat,Meat,64.7826,Supermarket Type1
DRJ47,18.25,Low Fat,Hard Drinks,171.408,Supermarket Type1
FDT50,6.75,Regular,Dairy,97.3752,Grocery Store
FDV02,16.75,Low Fat,Dairy,172.5106,Supermarket Type1
NCG18,15.3,low fat,Household,103.8332,Supermarket Type1
FDW52,14,Regular,Frozen Foods,164.6526,Supermarket Type1
FDS40,15.35,Low Fat,Frozen Foods,36.019,Supermarket Type1
FDN31,11.5,low fat,Fruits and Vegetables,191.053,Supermarket Type1
FDA37,7.81,Regular,Canned,123.1046,Supermarket Type1
FDA15,9.3,Low Fat,Dairy,249.9092,Supermarket Type1
FDL39,16.1,Regular,Dairy,181.1318,Supermarket Type1
FDJ53,10.5,Low Fat,Frozen Foods,122.0098,Supermarket Type1
FDX22,6.785,Regular,Snack Foods,210.5928,Supermarket Type1
NCZ42,10.5,LF,Household,238.7248,Supermarket Type1
FDD56,,Regular,Fruits and Vegetables,176.2054,Supermarket Type3
FDD40,20.25,Regular,Dairy,193.5162,Supermarket Type1
FDS50,17,Low Fat,Dairy,220.6114,Supermarket Type1
NCN14,19.1,Low Fat,Others,184.4608,Supermarket Type1
FDT15,12.15,Regular,Meat,183.295,Supermarket Type1
NCS18,,Low Fat,Household,108.0938,Supermarket Type3
NCO26,7.235,Low Fat,Household,114.6492,Grocery Store
FDF58,13.3,Low Fat,Snack Foods,61.451,Supermarket Type2
NCB19,6.525,Low Fat,Household,86.4882,Supermarket Type1
FDH26,19.25,Regular,Canned,141.0496,Supermarket Type1
DRB24,,Low Fat,Soft Drinks,152.8656,Supermarket Type3
FDA49,19.7,Low Fat,Canned,86.3198,Supermarket Type2
FDB32,20.6,Low Fat,Fruits and Vegetables,95.5778,Supermarket Type1
FDI36,12.5,Regular,Baking Goods,196.7426,Supermarket Type1
NCA17,20.6,Low Fat,Health and Hygiene,149.3392,Grocery Store
FDH22,6.405,Low Fat,Snack Foods,125.1678,Supermarket Type1
NCM26,20.5,Low Fat,Others,153.334,Supermarket Type2
FDT15,,Regular,Meat,183.295,Supermarket Type3
FDB16,8.21,Low Fat,Dairy,87.0198,Supermarket Type2
NCP54,,Low Fat,Household,123.473,Supermarket Type3
FDJ36,14.5,Regular,Baking Goods,102.3332,Supermarket Type1
FDO28,5.765,Low Fat,Frozen Foods,119.7098,Supermarket Type1
FDU09,7.71,Regular,Snack Foods,54.2956,Supermarket Type1
FDF29,15.1,reg,Frozen Foods,128.831,Supermarket Type1
FDY08,9.395,Regular,Fruits and Vegetables,140.5838,Supermarket Type1
DRJ59,11.65,Low Fat,Hard Drinks,37.0164,Supermarket Type2
FDT23,,Regular,Breads,79.3986,Supermarket Type3
FDU15,13.65,Regular,Meat,37.8532,Supermarket Type2
FDT47,5.26,Regular,Breads,96.8068,Supermarket Type1
FDI53,,Regular,Frozen Foods,162.8236,Grocery Store
FDR59,14.5,Regular,Breads,262.3594,Supermarket Type2
FDD53,16.2,Low Fat,Frozen Foods,40.4454,Supermarket Type1
FDY51,12.5,Low Fat,Meat,219.8798,Supermarket Type1
FDT04,17.25,Low Fat,Frozen Foods,37.9822,Supermarket Type1
FDU51,20.2,Regular,Meat,176.9028,Supermarket Type1
FDG14,9,Regular,Canned,151.7024,Supermarket Type1
NCU06,17.6,Low Fat,Household,231.001,Supermarket Type1
DRG25,10.5,Low Fat,Soft Drinks,186.024,Supermarket Type1
DRH49,19.7,Low Fat,Soft Drinks,83.6592,Supermarket Type1
FDN15,17.5,LF,Meat,139.018,Supermarket Type1
FDL43,10.1,Low Fat,Meat,76.267,Supermarket Type2
NCT18,14.6,Low Fat,Household,182.4976,Supermarket Type1
NCB31,6.235,Low Fat,Household,260.991,Supermarket Type1
FDK57,10.195,Low Fat,Snack Foods,119.144,Supermarket Type1
FDY04,,Regular,Frozen Foods,162.921,Grocery Store
NCP54,15.35,Low Fat,Household,121.673,Supermarket Type1
FDF41,12.15,Low Fat,Frozen Foods,244.346,Supermarket Type1
FDM01,7.895,Regular,Breakfast,102.4332,Supermarket Type1
FDW03,5.63,Regular,Meat,104.3306,Supermarket Type1
FDF28,15.7,Regular,Frozen Foods,122.8046,Supermarket Type1
FDY37,17,Regular,Canned,142.047,Supermarket Type1
FDQ03,15,Regular,Meat,237.3248,Supermarket Type1
FDP51,,Regular,Meat,120.0124,Supermarket Type3
FDJ40,13.6,Regular,Frozen Foods,110.9912,Supermarket Type1
FDC32,18.35,Low Fat,Fruits and Vegetables,93.4462,Supermarket Type1
DRI49,,Low Fat,Soft Drinks,81.6276,Supermarket Type3
NCW54,7.5,Low Fat,Household,55.3588,Supermarket Type1
FDF09,6.215,Low Fat,Fruits and Vegetables,37.7848,Supermarket Type1
FDP45,15.7,Regular,Snack Foods,250.6724,Supermarket Type2
DRJ23,18.35,Low Fat,Hard Drinks,187.1872,Supermarket Type2
FDS59,14.8,Regular,Breads,111.157,Supermarket Type1
FDY08,9.395,Regular,Fruits and Vegetables,138.9838,Supermarket Type1
FDX16,17.85,low fat,Frozen Foods,147.805,Supermarket Type1
FDY16,18.35,Regular,Frozen Foods,184.7266,Supermarket Type2
FDK32,16.25,Regular,Fruits and Vegetables,152.8682,Supermarket Type1
FDQ22,16.75,LF,Snack Foods,39.3822,Supermarket Type1
NCC31,8.02,Low Fat,Household,155.9972,Supermarket Type2
FDG58,10.695,Regular,Snack Foods,153.7972,Supermarket Type1
DRF48,5.73,Low Fat,Soft Drinks,189.0898,Supermarket Type1
DRH36,16.2,Low Fat,Soft Drinks,73.3696,Supermarket Type1
NCR30,20.6,Low Fat,Household,75.5696,Supermarket Type1
FDB03,,Regular,Dairy,242.2538,Grocery Store
FDZ28,,Regular,Frozen Foods,126.1678,Supermarket Type3
FDR35,12.5,Low Fat,Breads,198.4742,Supermarket Type1
DRD15,,LF,Dairy,232.6642,Supermarket Type3
FDJ33,,Regular,Snack Foods,124.273,Grocery Store
FDA56,9.21,LF,Fruits and Vegetables,120.2414,Grocery Store
FDP56,8.185,Low Fat,Fruits and Vegetables,47.9692,Supermarket Type1
NCT30,9.1,Low Fat,Household,48.1718,Supermarket Type1
FDK15,10.8,Low Fat,Meat,100.3042,Supermarket Type1
FDH44,19.1,Regular,Fruits and Vegetables,146.9418,Supermarket Type2
FDV01,19.2,Regular,Canned,154.6314,Supermarket Type1
DRG03,14.5,Low Fat,Dairy,152.4998,Supermarket Type1
FDG50,,Low Fat,Canned,89.7146,Supermarket Type3
FDR16,5.845,Regular,Frozen Foods,214.9218,Grocery Store
FDZ60,20.5,Low Fat,Baking Goods,107.8596,Supermarket Type1
DRG03,14.5,Low Fat,Dairy,154.2998,Supermarket Type1
FDS56,5.785,Regular,Fruits and Vegetables,264.0252,Supermarket Type2
FDU33,7.63,Regular,Snack Foods,45.2402,Supermarket Type1
DRD27,18.75,Low Fat,Dairy,99.1042,Supermarket Type1
FDW22,9.695,Regular,Snack Foods,223.1114,Supermarket Type1
DRA24,19.35,Regular,Soft Drinks,163.2868,Supermarket Type1
FDF38,11.8,Regular,Canned,38.9138,Supermarket Type1
FDX48,17.75,Regular,Baking Goods,154.3656,Supermarket Type1
FDS58,9.285,Regular,Snack Foods,160.8578,Supermarket Type2
FDC32,18.35,Low Fat,Fruits and Vegetables,92.9462,Supermarket Type1
NCQ29,12,Low Fat,Health and Hygiene,261.7278,Supermarket Type1
DRK39,7.02,Low Fat,Dairy,84.025,Supermarket Type2
NCS38,8.6,Low Fat,Household,114.2176,Supermarket Type1
DRO47,10.195,Low Fat,Hard Drinks,112.086,Supermarket Type1
DRG27,,Low Fat,Dairy,42.3138,Supermarket Type3
FDC57,,Regular,Fruits and Vegetables,191.482,Supermarket Type3
FDS55,7.02,Low Fat,Fruits and Vegetables,146.7734,Supermarket Type1
NCJ06,20.1,Low Fat,Household,119.8782,Supermarket Type2
FDO01,,Regular,Breakfast,129.5994,Grocery Store
NCM55,15.6,Low Fat,Others,185.7924,Supermarket Type1
FDC52,11.15,Regular,Dairy,152.2708,Supermarket Type1
FDQ15,20.35,Regular,Meat,80.1276,Supermarket Type1
NCT30,,Low Fat,Household,47.5718,Supermarket Type3
NCR42,,Low Fat,Household,32.39,Supermarket Type3
FDD28,10.695,Low Fat,Frozen Foods,57.8904,Supermarket Type1
FDQ34,10.85,Low Fat,Snack Foods,104.5622,Supermarket Type1
FDZ12,,Low Fat,Baking Goods,142.747,Supermarket Type3
DRE13,,Low Fat,Soft Drinks,86.1198,Grocery Store
NCN07,,Low Fat,Others,133.0284,Grocery Store
FDM28,15.7,Low Fat,Frozen Foods,180.766,Supermarket Type1
FDI10,8.51,Regular,Snack Foods,171.5422,Supermarket Type1
FDQ25,8.63,Regular,Canned,170.4422,Supermarket Type1
FDA38,5.44,Low Fat,Dairy,241.5538,Grocery Store
DRI13,15.35,Low Fat,Soft Drinks,216.5508,Supermarket Type1
FDY20,,Regular,Fruits and Vegetables,90.2488,Supermarket Type3
NCZ53,9.6,Low Fat,Health and Hygiene,187.2214,Supermarket Type1
NCM31,6.095,Low Fat,Others,143.8154,Supermarket Type1
DRB01,7.39,Low Fat,Soft Drinks,189.053,Supermarket Type1
DRF37,17.25,Low Fat,Soft Drinks,262.091,Supermarket Type1
NCF42,17.35,Low Fat,Household,177.1712,Supermarket Type1
FDF16,7.3,LF,Frozen Foods,148.9076,Supermarket Type2
FDB41,19,Regular,Frozen Foods,47.8718,Supermarket Type1
FDR34,17,Regular,Snack Foods,227.3352,Supermarket Type1
FDR15,9.3,Regular,Meat,155.7314,Supermarket Type2
NCV42,,Low Fat,Household,111.8228,Grocery Store
FDW51,6.155,Regular,Meat,212.056,Supermarket Type1
FDU36,6.15,Low Fat,Baking Goods,97.2384,Supermarket Type1
FDX60,14.35,Low Fat,Baking Goods,80.996,Supermarket Type1
FDY03,17.6,Regular,Meat,113.0202,Supermarket Type1
FDW55,12.6,Regular,Fruits and Vegetables,248.2092,Supermarket Type1
FDT01,13.65,reg,Canned,213.0902,Grocery Store
FDG58,10.695,Regular,Snack Foods,154.6972,Supermarket Type1
FDK21,7.905,Low Fat,Snack Foods,249.4408,Supermarket Type1
NCS41,,Low Fat,Health and Hygiene,182.4608,Grocery Store
FDS10,19.2,Low Fat,Snack Foods,181.7318,Supermarket Type1
NCT53,5.4,Low Fat,Health and Hygiene,164.9526,Supermarket Type1
FDJ28,12.3,Low Fat,Frozen Foods,190.7162,Supermarket Type2
FDX44,9.3,Low Fat,Fruits and Vegetables,87.6172,Supermarket Type1
FDT20,10.5,Low Fat,Fruits and Vegetables,38.4164,Supermarket Type2
FDO44,12.6,low fat,Fruits and Vegetables,109.9228,Supermarket Type1
NCX17,21.25,Low Fat,Health and Hygiene,234.93,Supermarket Type1
FDY01,11.8,Regular,Canned,116.5834,Supermarket Type1
